#http://arxiv.org/pdf/0808.2041v2.pdf
#cuts ?
#cent_low cent_high cent_mid val err
70 80 75 1.41 0.1381
60 70 65 2.98 0.276
50 60 55 5.4 0.499
40 50 45 8.69 0.816
30 40 35 13.6 1.3
20 30 25 20.5 2
10 20 15 30 3.2
5 10 7.5 40.8 4.7
0 5 2.5 51.3 6.5
