#http://arxiv.org/pdf/0808.2041v2.pdf
#cuts ?
#cent_low cent_high cent_mid val err
0 5 2.5 34.7 4.4	
5 10 7.5 28.2 3.3
10 20 15 20.1 2.2
20 30 25 14.4 1.4
30 40 35 9.3 0.89
40 50 45 6.17 0.57
50 60 55 3.88 0.35
60 70 65 2.2 0.2
70 80 75 1.09 0.1
