#http://arxiv.org/pdf/0808.2041v2.pdf
#cuts ?
#cent_low cent_high cent_mid val err
0 5 2.5 0.427 0.022
5 10 7.5 0.422 0.021
10 20 15 0.421 0.021
20 30 25 0.411 0.021
30 40 35 0.404 0.021
40 50 45 0.395 0.02
50 60 55 0.389 0.02
60 70 65 0.377 0.019
70 80 75 0.367 0.018
